codigo;descricao;funcionalidade;video;fotos
18002;Kit Trava Lateral + Cadeado Solo P/ Porta de ACo Segredos Iguais Dovale;"Kit Trava Lateral + Cadeado Solo para Porta de ACo Segredos Iguais -&nbsp; DovaleSeguranCa e praticidade para sua porta de aCo com o Kit Trava Lateral + Cadeado Solo DovaleO Kit Trava Lateral + Cadeado Solo para Porta de ACo com segredos iguais da&nbsp; Dovale foi desenvolvido para proporcionar máxima seguranCa e praticidade. Com esse conjunto, você terá 2 travas laterais e 1 cadeado solo, todos com o mesmo segredo, facilitando o uso e possibilitando o acesso com uma única chave.Diferenciais:Travas laterais e cadeado com mesmo segredoAcompanha 2 chaves tetraCadeado Solo King Dovale com 4 peCasTrava lateral Dovale com acabamento plásticoMais sobre o Produto:As travas laterais proporcionam um fechamento firme e seguro, enquanto o cadeado solo reforCa a proteCão da porta de aCo. Com o mesmo segredo em todos os itens, você tem a praticidade de utilizar uma única chave para acessar sua porta com tranquilidade.Dicas de Uso:O Kit Trava Lateral + Cadeado Solo Dovale é ideal para portas de aCo, oferecendo a seguranCa necessária para residências, comércios ou indústrias. Certifique-se de instalar os itens de forma correta e mantenha as chaves em local seguro para facilitar o acesso quando necessário.Ficha Técnica:Marca: DovaleTravas laterais com acabamento plásticoCadeado Solo com dimensões 80mm x 47mm x 68mmAcompanha 2 chaves tetraCilindro com engrenagem de aproximadamente 26mmCom o Kit Trava Lateral + Cadeado Solo para Porta de ACo Segredos Iguais Dovale, você garante a seguranCa do seu ambiente sem abrir mão da praticidade e da qualidade que só a marca Dovale pode oferecer.";;
18350;Cadeado Porta de ACo Dovale Milano Tetra - 18350;"Cadeado Porta de ACo Dovale Milano Tetra - 18350 - DovaleSeguranCa e qualidade para proteger seus bensO Cadeado Porta de ACo Dovale Milano Tetra é a opCão ideal para quem busca máxima seguranCa para seus pertences. Com sua estrutura resistente em aCo, proporciona tranquilidade e confianCa na hora de proteger portas, armários, entre outros.Diferenciais:Sistema tetra de alta seguranCa;Fabricado em aCo resistente;Design moderno e sofisticado;Acompanha duas chaves;Ideal para portas de aCo de enrolar.Mais sobre o Produto:Além de garantir a seguranCa do ambiente, o Cadeado Porta de ACo Dovale Milano Tetra é fácil de instalar e utilizar.&nbsp;Dicas de uso:Este cadeado é indicado para uso em portas de aCo de enrolar, sendo perfeito para comércios e empresas. Certifique-se de manter as chaves em local seguro e fora do alcance de pessoas não autorizadas. A manutenCão regular do cadeado garante seu perfeito funcionamento. Atente-se também a posiCão da chave tetra para que não ocorra problema na abertura do cadeadoFicha Técnica:Nome: Cadeado Porta de ACo Dovale Milano Tetra - 18350Marca: DovalePeso: 2280gCategoria: Fechadura Porta de ACo de Enrolar";;
18352;Cadeado Porta de ACo Dovale Milano Tetra Automático ;SoluCão de SeguranCa Residencial e ComercialProteja com eficiência e praticidade seus ambientes com o Cadeado Porta de ACo Dovale Milano Tetra Automático. Fabricado em Latão de alta qualidade, este modelo destaca-se pelo seu design moderno e pela sua funcionalidade automatizada. Com dimensões compactas de 140mm de comprimento, 60mm de altura e 150mm de largura, é perfeito para uso em portas de aCo de enrolar.Diferenciais:Mecanismo Tetra Automático para maior seguranCa e praticidade.Resistente e durável, ideal para uso em ambientes internos e externos.Design elegante que combina com diferentes estilos de decoraCão.Fácil instalaCão e operaCão.Mais sobre o Produto:Este cadeado proporciona facilidade de travamento e liberaCão, garantindo proteCão contra intrusos sem complicaCão. Seu sistema Tetra Automático possibilita o fechamento sem a necessidade de chaves, tornando o acesso mais rápido e eficaz.Dicas de Uso:Instale o Cadeado Porta de ACo Dovale Milano Tetra Automático em portas de aCo de enrolar em residências, empresas, lojas ou qualquer outro local que exija seguranCa reforCada. Utilize-o para proteger seus bens e garantir a tranquilidade do seu ambiente.Ficha Técnica:Marca: DovaleModelo: Milano AutomáticoMaterial: LatãoDimensões: 140mm x 60mm x 150mmPeso: 1.85 kgCódigo: 18352;;
18511;Artigo Moveis Papaiz 511/5110 Cromado Móveis ACo- 18511;Artigo Móveis Papaiz 511/5110 Cromado Móveis ACoQualidade e seguranCa para seus móveisO Artigo Móveis Papaiz 511/5110 é um cilindro universal especialmente projetado para móveis de aCo, garantindo versatilidade e praticidade em sua utilizaCão. Produzido em zamac, um material de alta resistência, e com acabamento cromado, este produto oferece durabilidade e sofisticaCão para seus móveis.Com rotaCão de 90º no sentido horário e com a possibilidade de extraCão de chave em ambas as extremidades, o Artigo Móveis Papaiz 511/5110 proporciona facilidade de uso e seguranCa em suas fechaduras. É importante ressaltar que este modelo não acompanha a lingueta, sendo necessário adquiri-la separadamente.Diferenciais:Cilindro universal para móveis de aCoProduzido em zamac, garantindo resistênciaAcabamento cromado para sofisticaCãoRotaCão de 90º e extraCão de chave em ambas as extremidadesSeguro e prático para o dia a diaDicas de uso:Para instalar o Artigo Móveis Papaiz 511/5110, certifique-se de seguir as instruCões do fabricante e realizar a fixaCão de forma segura e adequada. Verifique se a lingueta é compatível com o cilindro e realize a troca de maneira cuidadosa para evitar danos.Ficha técnica:Marca: PapaizMaterial: ZamacAcabamento: CromadoRotaCão: 90º sentido horárioAcompanha: 2 chavesNão acompanha porca;;
18700;Cadeado p/ Porta de ACo Dovale Interno;"Cadeado p/ Porta de ACo Interno - Dovale&nbsp;Ideal para seguranCa e praticidadeO Cadeado p/ Porta de ACo Dovale Interno é a soluCão ideal para proteger portas de aCo de enrolar em diversos ambientes, como bares, comércios, indústrias e empresas. Fabricado pela Dovale, este cadeado apresenta alta qualidade e resistência para garantir a seguranCa dos ambientes.Diferenciais:Versatilidade: Pode ser utilizado em variados tipos de portas de aCo, proporcionando praticidade e eficiência;SeguranCa: Possui fecho interno que aumenta a proteCão do local;Durabilidade: Fabricado com materiais de alta qualidade, garantindo resistência e longa vida útil.Mais sobre o Produto:Além de garantir a seguranCa, o Cadeado p/ Porta de ACo Dovale Interno é fácil de instalar e oferece um fecho prático para o uso diário. Suas dimensões e design foram pensados para se adequar perfeitamente às portas de aCo, proporcionando um encaixe preciso e eficaz.Dicas de Uso:Para utilizar o cadeado, basta encaixá-lo na porta de aCo e girar a chave para travá-lo. Certifique-se de manter a chave em um local seguro e de fácil acesso sempre que precisar de acesso ao ambiente protegido.Ficha Técnica:Marca: Dovale;Categoria: Fechadura Porta de ACo de enrolar;Material: Metal resistente;Cor: Preto;Peso: Variável;Garantia: A consultar com o fabricante.";;
18861;Artigo Móveis Papaiz 861/8610 CR   CHPL   - 18861;Artigo Móveis Papaiz 861/8610 CR - PapaizFechadura de Embutir para Gaveta CromadaA fechadura de embutir Artigo Móveis Papaiz 861/8610 CR é a soluCão ideal para garantir seguranCa e praticidade em móveis como gavetas e armários. Com material de alta qualidade em ACo/Zamac, essa fechadura possui rotaCão de 180º no sentido horário, facilitando o acesso. Se destaca pela extraCão da chave em duas posiCões, conferindo versatilidade ao produto. O acabamento cromado proporciona um visual elegante e sofisticado ao ambiente.Diferenciais:SeguranCa garantida para móveis de diferentes tipos.Material resistente e durável em ACo/Zamac.RotaCão de 180º no sentido horário.ExtraCão da chave em duas posiCões.Acabamento cromado elegante.Mais sobre o Produto:Indicada para a instalaCão em gavetas, armários e demais móveis que necessitam de fechamento seguro. O design compacto e discreto da fechadura de embutir Artigo Móveis Papaiz 861/8610 CR se adapta a diferentes estilos de decoraCão, proporcionando seguranCa sem abrir mão do visual.Dicas de Uso:A fechadura de embutir Papaiz 861/8610 CR é de fácil instalaCão e pode ser utilizada em móveis residenciais, comerciais e industriais. Certifique-se de seguir as instruCões do fabricante para obter o máximo desempenho e durabilidade do produto.Ficha Técnica:Marca: PapaizMaterial: ACo/ZamacRotaCão: 180º horárioExtraCão da Chave: 2 posiCõesAcabamento: Cromado;;
20109;Reparo Tampa Tanque Pvc Fox/Gol Pacote C/ 5 unid - 20109;Reparo Tampa Tanque Pvc Vw Fox/Gol Pacote C/ 5 unidadesCom o Reparo Tampa Tanque Pvc Vw Fox/Gol, você terá a soluCão ideal para manter o tanque de combustível do seu veículo em perfeitas condiCões de funcionamento. Cada unidade deste pacote conta com material em PVC resistente, garantindo durabilidade e eficiência no reparo da tampa do tanque.Diferenciais:Kit com 5 unidades, ideal para reposiCão e manutenCão preventiva.Material em PVC de alta qualidade, garantindo resistência e longa vida útil.Design específico para os modelos Fox e Gol, assegurando compatibilidade perfeita.Facilidade na instalaCão, proporcionando praticidade no uso cotidiano do veículo.Mais sobre o Produto:O Reparo Tampa Tanque Pvc Vw Fox/Gol possibilita a substituiCão rápida e eficaz da tampa do tanque, evitando vazamentos e garantindo o bom funcionamento do sistema de abastecimento de combustível. Além disso, o material resistente utilizado nas peCas do kit oferece seguranCa e confianCa ao usuário.Ficha Técnica:Produto: Reparo Tampa Tanque Pvc Vw Fox/Gol Pacote C/ 5Quantidade: 5 unidadesMaterial: PVCCategoria: Auto PeCas;;
20126;Capa Protetora p/ Alicate Pote c/ 50 unidades;Capa Protetora para Alicate Pote - DovaleProteCão e OrganizaCão em um Único Produto!A Capa Protetora para Alicate Pote da Dovale é a soluCão ideal para manter seus alicates de cutícula protegidos e organizados. Com um pacote contendo 50 unidades de cores sortidas, você terá praticidade e facilidade no cuidado com suas ferramentas de beleza.Com material de alta qualidade em PP (plástico polipropileno), as capas protetoras garantem durabilidade e resistência, mantendo seus alicates seguros contra danos e arranhões. Além disso, a variedade de cores torna a identificaCão de cada alicate rápida e descomplicada.Diferenciais:50 unidades de capas protetoras em cores sortidasMaterial resistente em PP (plástico polipropileno)ProteCão contra danos e arranhões nos alicatesFacilita a organizaCão e identificaCão dos alicatesMais sobre o Produto:A Capa Protetora para Alicate Pote é essencial para quem busca manter a higiene e integridade de seus alicates de cutícula. Com esse acessório, você poderá armazenar seus alicates de forma segura, evitando desgastes e prolongando a vida útil das ferramentas.Dicas de Uso:Para utilizar, basta deslizar a capa protetora sobre o alicate, garantindo que fique bem ajustada. Quando não estiver em uso, armazene os alicates com as capas protetoras para mantê-los sempre protegidos e prontos para o próximo uso. ATENCÃO! Não vai na autoclave, as altas temperaturas podem deformar o produto.Ficha Técnica:Nome: Capa Protetora para Alicate PoteMarca: DovaleQuantidade: 50 unidadesCores: sortidas (azul, rosa, transparente, vermelho)Material: PP (plástico polipropileno)Categoria: Alicate / Tesoura;;
20127;Capa Protetora P/ Alicate Refil C/50 unidades;Capa Protetora para Alicate Refil - DovaleProteCão e praticidade para seus alicatesA Capa Protetora para Alicate Refil da Dovale é a soluCão ideal para manter seus alicates organizados e protegidos. Com um pacote contendo 50 unidades de cores sortidas, esse produto é fabricado em PP (polipropileno) de alta qualidade, garantindo durabilidade e resistência.Diferenciais:Pacote com 50 unidades de cores variadas para melhor organizaCãoMaterial em PP de alta resistência, garantindo proteCão aos alicatesDesign prático e funcional para facilitar o armazenamento e transporte dos alicatesMais sobre o Produto:A Capa Protetora para Alicate Refil - Dovale é essencial para profissionais que desejam manter seus alicates em perfeitas condiCões. Além de proteger contra danos e arranhões, as capas coloridas facilitam a identificaCão dos diferentes tipos de alicates.Dicas de Uso:Utilize as capas protetoras para armazenar seus alicates de forma organizada em caixas ou gavetasIdentifique cada alicate pela cor da capa, facilitando a escolha do modelo desejadoMantenha suas ferramentas sempre protegidas e prontas para uso com a Capa Protetora para Alicate DovaleAtenCão! Não vai na autoclave, as altas temperaturas podem deformar o produtoFicha Técnica:Marca: DovaleMaterial: Polipropileno (PP)Pacote com 50 unidades de cores sortidasCategoria: Alicate / TesouraCódigo: 20127;;
20129;Quadrante Zamac Fama Alto - 20129;Quadrante Zamac Fama Alto - DovaleDesfrute da qualidade e durabilidade do Quadrante Zamac Fama Alto:O Quadrante Zamac Fama Alto da marca Dovale é um acessório essencial para reposiCão de fechaduras, garantindo seguranCa e funcionalidade em portas e portões. Com um par de peCas metálicas contendo um furo quadrado no centro, este produto destaca-se pela sua resistência e design clássico.Diferenciais:Fabricado em Zamac, material que combina zinco, alumínio, magnésio e cobre, garantindo alta durabilidade e resistência à corrosão.Design elegante e versátil, adequado para diversos estilos de decoraCão.Ideal para substituir peCas antigas ou desgastadas, mantendo a seguranCa e funcionalidade das fechaduras.Mais sobre o Produto:O Quadrante Zamac Fama Alto é fácil de instalar e compatível com diferentes modelos de fechaduras. Sua qualidade superior garante um desempenho confiável ao longo do tempo, proporcionando tranquilidade e seguranCa para sua residência ou estabelecimento.Dicas de Uso:Verifique as dimensões do quadrante para garantir a compatibilidade com a fechadura a ser substituída.Utilize ferramentas adequadas para a instalaCão, seguindo as instruCões do fabricante.Mantenha o quadrante limpo e livre de sujeira para prolongar sua vida útil e manter o funcionamento correto da fechadura.Ficha Técnica:Nome: Quadrante Zamac Fama AltoMarca: DovaleMaterial: ZamacCategoria: Acessórios e ReposiCão Fechaduras;;
